Date,Open,High,Low,Close,Volume
2023-04-05,1340.8696588719918,1367.208170028406,1340.8696588719918,1363.425048828125,7506334
2023-04-06,1356.1938952825778,1368.0701928897151,1350.782505015241,1361.8447265625,6948465
2023-04-10,1363.8080928598372,1373.433668473751,1355.2361512485058,1367.303955078125,4993788
2023-04-11,1368.5490189495224,1372.811022033426,1330.334211520767,1346.7598876953125,6942255
2023-04-12,1353.368585030503,1371.039285606233,1340.869716974311,1367.9744873046875,5831169
2023-04-13,1350.207854612425,1351.4529946295302,1324.5876665571795,1330.5257568359375,11267238
2023-04-17,1197.4925499725616,1207.884267499664,1135.2378809263826,1205.1546630859375,53171705
2023-04-18,1216.312431992914,1216.312431992914,1200.1741308220367,1206.16015625,12430884
2023-04-19,1201.371482510282,1201.371482510282,1177.4753128516404,1180.156982421875,11307230
2023-04-20,1178.7202455623335,1185.5682823442442,1169.8131094718167,1171.7286376953125,8621249
2023-04-21,1176.2301639540171,1181.162672855037,1168.4722974929214,1175.5118408203125,8691352
2023-04-24,1176.134377877432,1178.0499061801638,1166.556736363772,1174.5062255859375,8313774
2023-04-25,1174.170865371156,1183.3175593990302,1163.6833951192405,1173.165283203125,6808576
2023-04-26,1176.1343162203202,1180.9231367261034,1168.9990204325288,1175.703369140625,5680192
2023-04-27,1178.0497380814318,1195.0979843089192,1173.6440469967208,1193.6134033203125,8020704
2023-04-28,1202.664346617559,1205.8250149475841,1192.368382431152,1199.8389892578125,10118277
2023-05-02,1201.5629028548126,1225.6985094893678,1201.5629028548126,1223.49560546875,8886401
2023-05-03,1212.5292845149559,1218.7547508256566,1208.793981345624,1215.5462646484375,5549783
2023-05-04,1215.3548113506217,1221.915589525566,1209.1772791457656,1219.7606201171875,4505401
2023-05-05,1224.98030567896,1224.98030567896,1201.2756437825142,1205.9207763671875,5373791
2023-05-08,1209.1292598900252,1216.6478017224006,1202.1854700581468,1212.146240234375,5260842
2023-05-09,1212.5293173380583,1218.2759017804187,1207.4531209814825,1217.03076171875,4969897
2023-05-10,1222.4900058577398,1222.4900058577398,1205.968576683742,1209.8953857421875,6515734
2023-05-11,1216.5998710054673,1222.0112616555962,1200.1263749401232,1203.0474853515625,6888461
2023-05-12,1200.4134658675107,1202.9515638078174,1186.717511046135,1192.607666015625,8292212
2023-05-15,1197.109332962679,1215.306850269676,1193.0388356703245,1205.202392578125,5534710
2023-05-16,1211.5715111093346,1220.1434525051159,1209.4165420184286,1210.901123046875,5236469
2023-05-17,1207.3571586128717,1207.6923525976447,1189.9737203059408,1194.23583984375,10465667
2023-05-18,1205.4418272578887,1206.447526290654,1189.9739142453498,1193.3740234375,6948732
2023-05-19,1202.9996395152584,1219.5210701708277,1199.8869062033395,1215.306884765625,11094136
2023-05-22,1219.1857983189457,1240.8791791716496,1216.599881942678,1238.197509765625,7625947
2023-05-23,1244.3269203637888,1258.645562063155,1242.2678213312893,1245.14111328125,7436031
2023-05-24,1241.5495708593985,1249.882071235144,1236.7607506630952,1243.80029296875,4824077
2023-05-25,1239.8255689275902,1251.797619612484,1234.7973076399348,1249.259521484375,4334121
2023-05-26,1250.8398011591328,1267.552736422582,1250.8398011591328,1261.80615234375,5521606
2023-05-29,1276.412144374884,1276.412144374884,1254.527258500225,1258.8851318359375,4419365
2023-05-30,1259.4597246338606,1270.3782581770959,1253.8568283292373,1267.9359130859375,6274719
2023-05-31,1264.1048254186187,1274.879670703323,1258.64561724019,1262.620361328125,17800782
2023-06-01,1266.6910027664871,1273.3474167350025,1262.4288822194987,1263.769775390625,4277841
2023-06-02,1270.5641605885237,1274.3496695617307,1257.9944555920715,1260.8577880859375,10909311
2023-06-05,1265.7109704388656,1271.000896042085,1259.2077482765596,1266.1962890625,5002553
2023-06-06,1250.7631624543965,1250.7631624543965,1235.6212447392372,1241.445068359375,10008100
2023-06-07,1252.6073182715384,1256.004548503193,1244.8422205991849,1251.102783203125,5397578
2023-06-08,1248.4336168711463,1254.063360465778,1243.4833904612437,1245.133544921875,5034942
2023-06-09,1244.8421687062985,1244.8421687062985,1226.8853810875332,1228.778076171875,5339073
2023-06-12,1236.1065603146135,1257.6546602613892,1235.6212416808032,1254.0147705078125,4785588
2023-06-13,1261.7314036778544,1268.13758592563,1258.9651111715414,1266.5360107421875,4846587
2023-06-14,1267.9920415448935,1268.3317409102988,1255.2281370669427,1262.216796875,3457981
2023-06-15,1255.9559523735695,1255.9559523735695,1244.9878231503283,1249.0159912109375,6161155
2023-06-16,1249.2102675151025,1263.284509068303,1243.4350226859497,1253.7237548828125,8536287
2023-06-19,1256.004638671875,1261.3431437048698,1249.2587569791253,1256.004638671875,4451787
2023-06-20,1256.004647924931,1266.681658069579,1253.1897760986883,1265.128662109375,4009180
2023-06-21,1261.7799905555753,1265.5170391857644,1256.975383011055,1261.1976318359375,4041529
2023-06-22,1251.539644430071,1251.539644430071,1236.1064890672515,1243.920166015625,6676607
2023-06-23,1238.9698278381654,1241.7846994637382,1226.254503996841,1227.8560791015625,7239467
2023-06-26,1232.9519101719688,1236.591799692256,1225.1868125286894,1233.0489501953125,3403244
2023-06-27,1242.415594080122,1244.3568684458721,1236.7858510250526,1241.590576171875,3240024
2023-06-28,1252.1221679068756,1258.6253906868742,1243.7747104846972,1255.373779296875,5662358
2023-06-30,1269.7876867466052,1299.5863233772122,1266.147796819202,1296.2861328125,12821692
2023-07-03,1290.9476297563444,1306.477826806045,1289.4430945227546,1294.5389404296875,7732412
2023-07-04,1304.8276920023172,1306.4777279195575,1292.3064478815215,1305.6527099609375,5797775
2023-07-05,1317.9796529691544,1318.0766929886177,1301.6244404091588,1307.739501953125,5414936
2023-07-06,1303.1289945577237,1307.8850219551493,1297.8875300838838,1304.4393310546875,5963897
2023-07-07,1294.830070446925,1306.2836372050945,1286.4340346737404,1291.1416015625,6295647
2023-07-10,1297.3052981305718,1302.4981838579647,1280.561805126046,1290.12255859375,3940315
2023-07-11,1294.2961650631667,1311.2338557935805,1288.0356023331851,1309.0013427734375,6126128
2023-07-12,1311.330989616379,1312.2045868817909,1288.0356944640525,1294.1507568359375,8102770
